timestamp,datetime_utc,date,event_slug,event_title,market_slug,market_question,condition_id,token_id,outcome_name,price,probability,volume,liquidity,source_category,source_name,platform,source_endpoint,raw_file_path,data_status,use_in_probability_analysis
1730906403,2024-11-06T15:20:03Z,2024-11-06,presidential-election-winner-2024,Presidential Election Winner 2024,will-donald-trump-win-the-2024-us-presidential-election,Will Donald Trump win the 2024 US Presidential Election?,0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917,21742633143463906290569050155826241533067272736897614950488156847949938836455,Donald Trump,0.9973508703836674,0.9973508703836674,1531479284.504353,,prediction_market,Polymarket,Polymarket,https://data-api.polymarket.com/trades?market=0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917&limit=1000&offset=0,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/Data/pipeline_outputs/raw/polymarket/20260529T113234Z_trades_21742633143463906290569050155826241533067272736897614950488156847949938836455_0.txt,real_api_data,TRUE
1730906387,2024-11-06T15:19:47Z,2024-11-06,presidential-election-winner-2024,Presidential Election Winner 2024,will-donald-trump-win-the-2024-us-presidential-election,Will Donald Trump win the 2024 US Presidential Election?,0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917,21742633143463906290569050155826241533067272736897614950488156847949938836455,Donald Trump,0.997,0.997,1531479284.504353,,prediction_market,Polymarket,Polymarket,https://data-api.polymarket.com/trades?market=0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917&limit=1000&offset=0,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/Data/pipeline_outputs/raw/polymarket/20260529T113234Z_trades_21742633143463906290569050155826241533067272736897614950488156847949938836455_0.txt,real_api_data,TRUE
1730906387,2024-11-06T15:19:47Z,2024-11-06,presidential-election-winner-2024,Presidential Election Winner 2024,will-donald-trump-win-the-2024-us-presidential-election,Will Donald Trump win the 2024 US Presidential Election?,0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917,21742633143463906290569050155826241533067272736897614950488156847949938836455,Donald Trump,0.998,0.998,1531479284.504353,,prediction_market,Polymarket,Polymarket,https://data-api.polymarket.com/trades?market=0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917&limit=1000&offset=0,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/Data/pipeline_outputs/raw/polymarket/20260529T113234Z_trades_21742633143463906290569050155826241533067272736897614950488156847949938836455_0.txt,real_api_data,TRUE
1730906385,2024-11-06T15:19:45Z,2024-11-06,presidential-election-winner-2024,Presidential Election Winner 2024,will-donald-trump-win-the-2024-us-presidential-election,Will Donald Trump win the 2024 US Presidential Election?,0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917,21742633143463906290569050155826241533067272736897614950488156847949938836455,Donald Trump,0.997,0.997,1531479284.504353,,prediction_market,Polymarket,Polymarket,https://data-api.polymarket.com/trades?market=0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917&limit=1000&offset=0,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/Data/pipeline_outputs/raw/polymarket/20260529T113234Z_trades_21742633143463906290569050155826241533067272736897614950488156847949938836455_0.txt,real_api_data,TRUE
1730906373,2024-11-06T15:19:33Z,2024-11-06,presidential-election-winner-2024,Presidential Election Winner 2024,will-donald-trump-win-the-2024-us-presidential-election,Will Donald Trump win the 2024 US Presidential Election?,0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917,21742633143463906290569050155826241533067272736897614950488156847949938836455,Donald Trump,0.998,0.998,1531479284.504353,,prediction_market,Polymarket,Polymarket,https://data-api.polymarket.com/trades?market=0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917&limit=1000&offset=0,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/Data/pipeline_outputs/raw/polymarket/20260529T113234Z_trades_21742633143463906290569050155826241533067272736897614950488156847949938836455_0.txt,real_api_data,TRUE
1730906371,2024-11-06T15:19:31Z,2024-11-06,presidential-election-winner-2024,Presidential Election Winner 2024,will-donald-trump-win-the-2024-us-presidential-election,Will Donald Trump win the 2024 US Presidential Election?,0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917,21742633143463906290569050155826241533067272736897614950488156847949938836455,Donald Trump,0.997,0.997,1531479284.504353,,prediction_market,Polymarket,Polymarket,https://data-api.polymarket.com/trades?market=0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917&limit=1000&offset=0,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/Data/pipeline_outputs/raw/polymarket/20260529T113234Z_trades_21742633143463906290569050155826241533067272736897614950488156847949938836455_0.txt,real_api_data,TRUE
1730906369,2024-11-06T15:19:29Z,2024-11-06,presidential-election-winner-2024,Presidential Election Winner 2024,will-donald-trump-win-the-2024-us-presidential-election,Will Donald Trump win the 2024 US Presidential Election?,0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917,21742633143463906290569050155826241533067272736897614950488156847949938836455,Donald Trump,0.997,0.997,1531479284.504353,,prediction_market,Polymarket,Polymarket,https://data-api.polymarket.com/trades?market=0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917&limit=1000&offset=0,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/Data/pipeline_outputs/raw/polymarket/20260529T113234Z_trades_21742633143463906290569050155826241533067272736897614950488156847949938836455_0.txt,real_api_data,TRUE
1730906369,2024-11-06T15:19:29Z,2024-11-06,presidential-election-winner-2024,Presidential Election Winner 2024,will-donald-trump-win-the-2024-us-presidential-election,Will Donald Trump win the 2024 US Presidential Election?,0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917,21742633143463906290569050155826241533067272736897614950488156847949938836455,Donald Trump,0.997,0.997,1531479284.504353,,prediction_market,Polymarket,Polymarket,https://data-api.polymarket.com/trades?market=0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917&limit=1000&offset=0,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/Data/pipeline_outputs/raw/polymarket/20260529T113234Z_trades_21742633143463906290569050155826241533067272736897614950488156847949938836455_0.txt,real_api_data,TRUE
1730906363,2024-11-06T15:19:23Z,2024-11-06,presidential-election-winner-2024,Presidential Election Winner 2024,will-donald-trump-win-the-2024-us-presidential-election,Will Donald Trump win the 2024 US Presidential Election?,0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917,21742633143463906290569050155826241533067272736897614950488156847949938836455,Donald Trump,0.998,0.998,1531479284.504353,,prediction_market,Polymarket,Polymarket,https://data-api.polymarket.com/trades?market=0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917&limit=1000&offset=0,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/Data/pipeline_outputs/raw/polymarket/20260529T113234Z_trades_21742633143463906290569050155826241533067272736897614950488156847949938836455_0.txt,real_api_data,TRUE
1730906363,2024-11-06T15:19:23Z,2024-11-06,presidential-election-winner-2024,Presidential Election Winner 2024,will-donald-trump-win-the-2024-us-presidential-election,Will Donald Trump win the 2024 US Presidential Election?,0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917,21742633143463906290569050155826241533067272736897614950488156847949938836455,Donald Trump,0.997,0.997,1531479284.504353,,prediction_market,Polymarket,Polymarket,https://data-api.polymarket.com/trades?market=0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917&limit=1000&offset=0,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/Data/pipeline_outputs/raw/polymarket/20260529T113234Z_trades_21742633143463906290569050155826241533067272736897614950488156847949938836455_0.txt,real_api_data,TRUE
1730906361,2024-11-06T15:19:21Z,2024-11-06,presidential-election-winner-2024,Presidential Election Winner 2024,will-donald-trump-win-the-2024-us-presidential-election,Will Donald Trump win the 2024 US Presidential Election?,0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917,21742633143463906290569050155826241533067272736897614950488156847949938836455,Donald Trump,0.997,0.997,1531479284.504353,,prediction_market,Polymarket,Polymarket,https://data-api.polymarket.com/trades?market=0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917&limit=1000&offset=0,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/Data/pipeline_outputs/raw/polymarket/20260529T113234Z_trades_21742633143463906290569050155826241533067272736897614950488156847949938836455_0.txt,real_api_data,TRUE
1730906359,2024-11-06T15:19:19Z,2024-11-06,presidential-election-winner-2024,Presidential Election Winner 2024,will-donald-trump-win-the-2024-us-presidential-election,Will Donald Trump win the 2024 US Presidential Election?,0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917,21742633143463906290569050155826241533067272736897614950488156847949938836455,Donald Trump,0.997,0.997,1531479284.504353,,prediction_market,Polymarket,Polymarket,https://data-api.polymarket.com/trades?market=0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917&limit=1000&offset=0,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/Data/pipeline_outputs/raw/polymarket/20260529T113234Z_trades_21742633143463906290569050155826241533067272736897614950488156847949938836455_0.txt,real_api_data,TRUE
1730906359,2024-11-06T15:19:19Z,2024-11-06,presidential-election-winner-2024,Presidential Election Winner 2024,will-donald-trump-win-the-2024-us-presidential-election,Will Donald Trump win the 2024 US Presidential Election?,0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917,21742633143463906290569050155826241533067272736897614950488156847949938836455,Donald Trump,0.997,0.997,1531479284.504353,,prediction_market,Polymarket,Polymarket,https://data-api.polymarket.com/trades?market=0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917&limit=1000&offset=0,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/Data/pipeline_outputs/raw/polymarket/20260529T113234Z_trades_21742633143463906290569050155826241533067272736897614950488156847949938836455_0.txt,real_api_data,TRUE
1730906341,2024-11-06T15:19:01Z,2024-11-06,presidential-election-winner-2024,Presidential Election Winner 2024,will-donald-trump-win-the-2024-us-presidential-election,Will Donald Trump win the 2024 US Presidential Election?,0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917,21742633143463906290569050155826241533067272736897614950488156847949938836455,Donald Trump,0.997,0.997,1531479284.504353,,prediction_market,Polymarket,Polymarket,https://data-api.polymarket.com/trades?market=0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917&limit=1000&offset=0,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/Data/pipeline_outputs/raw/polymarket/20260529T113234Z_trades_21742633143463906290569050155826241533067272736897614950488156847949938836455_0.txt,real_api_data,TRUE
1730906339,2024-11-06T15:18:59Z,2024-11-06,presidential-election-winner-2024,Presidential Election Winner 2024,will-donald-trump-win-the-2024-us-presidential-election,Will Donald Trump win the 2024 US Presidential Election?,0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917,21742633143463906290569050155826241533067272736897614950488156847949938836455,Donald Trump,0.997,0.997,1531479284.504353,,prediction_market,Polymarket,Polymarket,https://data-api.polymarket.com/trades?market=0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917&limit=1000&offset=0,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/Data/pipeline_outputs/raw/polymarket/20260529T113234Z_trades_21742633143463906290569050155826241533067272736897614950488156847949938836455_0.txt,real_api_data,TRUE
1730906339,2024-11-06T15:18:59Z,2024-11-06,presidential-election-winner-2024,Presidential Election Winner 2024,will-donald-trump-win-the-2024-us-presidential-election,Will Donald Trump win the 2024 US Presidential Election?,0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917,21742633143463906290569050155826241533067272736897614950488156847949938836455,Donald Trump,0.9979999637090189,0.9979999637090189,1531479284.504353,,prediction_market,Polymarket,Polymarket,https://data-api.polymarket.com/trades?market=0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917&limit=1000&offset=0,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/Data/pipeline_outputs/raw/polymarket/20260529T113234Z_trades_21742633143463906290569050155826241533067272736897614950488156847949938836455_0.txt,real_api_data,TRUE
1730906333,2024-11-06T15:18:53Z,2024-11-06,presidential-election-winner-2024,Presidential Election Winner 2024,will-donald-trump-win-the-2024-us-presidential-election,Will Donald Trump win the 2024 US Presidential Election?,0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917,21742633143463906290569050155826241533067272736897614950488156847949938836455,Donald Trump,0.997,0.997,1531479284.504353,,prediction_market,Polymarket,Polymarket,https://data-api.polymarket.com/trades?market=0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917&limit=1000&offset=0,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/Data/pipeline_outputs/raw/polymarket/20260529T113234Z_trades_21742633143463906290569050155826241533067272736897614950488156847949938836455_0.txt,real_api_data,TRUE
1730906323,2024-11-06T15:18:43Z,2024-11-06,presidential-election-winner-2024,Presidential Election Winner 2024,will-donald-trump-win-the-2024-us-presidential-election,Will Donald Trump win the 2024 US Presidential Election?,0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917,21742633143463906290569050155826241533067272736897614950488156847949938836455,Donald Trump,0.997,0.997,1531479284.504353,,prediction_market,Polymarket,Polymarket,https://data-api.polymarket.com/trades?market=0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917&limit=1000&offset=0,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/Data/pipeline_outputs/raw/polymarket/20260529T113234Z_trades_21742633143463906290569050155826241533067272736897614950488156847949938836455_0.txt,real_api_data,TRUE
1730906319,2024-11-06T15:18:39Z,2024-11-06,presidential-election-winner-2024,Presidential Election Winner 2024,will-donald-trump-win-the-2024-us-presidential-election,Will Donald Trump win the 2024 US Presidential Election?,0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917,21742633143463906290569050155826241533067272736897614950488156847949938836455,Donald Trump,0.997,0.997,1531479284.504353,,prediction_market,Polymarket,Polymarket,https://data-api.polymarket.com/trades?market=0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917&limit=1000&offset=0,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/Data/pipeline_outputs/raw/polymarket/20260529T113234Z_trades_21742633143463906290569050155826241533067272736897614950488156847949938836455_0.txt,real_api_data,TRUE
1730906317,2024-11-06T15:18:37Z,2024-11-06,presidential-election-winner-2024,Presidential Election Winner 2024,will-donald-trump-win-the-2024-us-presidential-election,Will Donald Trump win the 2024 US Presidential Election?,0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917,21742633143463906290569050155826241533067272736897614950488156847949938836455,Donald Trump,0.997996599393805,0.997996599393805,1531479284.504353,,prediction_market,Polymarket,Polymarket,https://data-api.polymarket.com/trades?market=0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917&limit=1000&offset=0,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/Data/pipeline_outputs/raw/polymarket/20260529T113234Z_trades_21742633143463906290569050155826241533067272736897614950488156847949938836455_0.txt,real_api_data,TRUE
1730906317,2024-11-06T15:18:37Z,2024-11-06,presidential-election-winner-2024,Presidential Election Winner 2024,will-donald-trump-win-the-2024-us-presidential-election,Will Donald Trump win the 2024 US Presidential Election?,0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917,21742633143463906290569050155826241533067272736897614950488156847949938836455,Donald Trump,0.997,0.997,1531479284.504353,,prediction_market,Polymarket,Polymarket,https://data-api.polymarket.com/trades?market=0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917&limit=1000&offset=0,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/Data/pipeline_outputs/raw/polymarket/20260529T113234Z_trades_21742633143463906290569050155826241533067272736897614950488156847949938836455_0.txt,real_api_data,TRUE
1730906315,2024-11-06T15:18:35Z,2024-11-06,presidential-election-winner-2024,Presidential Election Winner 2024,will-donald-trump-win-the-2024-us-presidential-election,Will Donald Trump win the 2024 US Presidential Election?,0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917,21742633143463906290569050155826241533067272736897614950488156847949938836455,Donald Trump,0.997,0.997,1531479284.504353,,prediction_market,Polymarket,Polymarket,https://data-api.polymarket.com/trades?market=0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917&limit=1000&offset=0,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/Data/pipeline_outputs/raw/polymarket/20260529T113234Z_trades_21742633143463906290569050155826241533067272736897614950488156847949938836455_0.txt,real_api_data,TRUE
1730906315,2024-11-06T15:18:35Z,2024-11-06,presidential-election-winner-2024,Presidential Election Winner 2024,will-donald-trump-win-the-2024-us-presidential-election,Will Donald Trump win the 2024 US Presidential Election?,0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917,21742633143463906290569050155826241533067272736897614950488156847949938836455,Donald Trump,0.997,0.997,1531479284.504353,,prediction_market,Polymarket,Polymarket,https://data-api.polymarket.com/trades?market=0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917&limit=1000&offset=0,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/Data/pipeline_outputs/raw/polymarket/20260529T113234Z_trades_21742633143463906290569050155826241533067272736897614950488156847949938836455_0.txt,real_api_data,TRUE
1730906309,2024-11-06T15:18:29Z,2024-11-06,presidential-election-winner-2024,Presidential Election Winner 2024,will-donald-trump-win-the-2024-us-presidential-election,Will Donald Trump win the 2024 US Presidential Election?,0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917,21742633143463906290569050155826241533067272736897614950488156847949938836455,Donald Trump,0.997,0.997,1531479284.504353,,prediction_market,Polymarket,Polymarket,https://data-api.polymarket.com/trades?market=0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917&limit=1000&offset=0,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/Data/pipeline_outputs/raw/polymarket/20260529T113234Z_trades_21742633143463906290569050155826241533067272736897614950488156847949938836455_0.txt,real_api_data,TRUE
1730906303,2024-11-06T15:18:23Z,2024-11-06,presidential-election-winner-2024,Presidential Election Winner 2024,will-donald-trump-win-the-2024-us-presidential-election,Will Donald Trump win the 2024 US Presidential Election?,0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917,21742633143463906290569050155826241533067272736897614950488156847949938836455,Donald Trump,0.997,0.997,1531479284.504353,,prediction_market,Polymarket,Polymarket,https://data-api.polymarket.com/trades?market=0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917&limit=1000&offset=0,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/Data/pipeline_outputs/raw/polymarket/20260529T113234Z_trades_21742633143463906290569050155826241533067272736897614950488156847949938836455_0.txt,real_api_data,TRUE
