research_case,snapshot_label,target_date,selected_timestamp,selected_datetime_utc,selected_date,event_slug,event_title,market_slug,market_question,condition_id,token_id,outcome_name,source_endpoint_type,probability,source_endpoint,raw_file_path,data_status,final_outcome_0_1,resolution_status,notes
anthropic_valuation,T-7,2026-06-24,1779984904,2026-05-28T16:15:04Z,2026-05-28,will-anthropics-valuation-hit-by-june-30,Will Anthropic’s valuation hit __ by June 30?,will-anthropics-valuation-hit-low-750b-by-june-30,Will Anthropic’s valuation hit (LOW) $750B by June 30?,0x7677b744e64c91b1fbb08f87590749120f4cb2681aa1eb60e8171aa463269132,106964633064663709074008615736117588997729155907705078449227522406523301984868,No,prices_history,0.995,https://clob.polymarket.com/prices-history?market=106964633064663709074008615736117588997729155907705078449227522406523301984868&interval=1d,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/pipeline_outputs/raw/polymarket/20260528T161624Z_prices_history_106964633064663709074008615736117588997729155907705078449227522406523301984868_1d.txt,real_api_data,1,open,snapshot_selection=before_or_on_target
anthropic_valuation,T-3,2026-06-28,1779984904,2026-05-28T16:15:04Z,2026-05-28,will-anthropics-valuation-hit-by-june-30,Will Anthropic’s valuation hit __ by June 30?,will-anthropics-valuation-hit-low-750b-by-june-30,Will Anthropic’s valuation hit (LOW) $750B by June 30?,0x7677b744e64c91b1fbb08f87590749120f4cb2681aa1eb60e8171aa463269132,106964633064663709074008615736117588997729155907705078449227522406523301984868,No,prices_history,0.995,https://clob.polymarket.com/prices-history?market=106964633064663709074008615736117588997729155907705078449227522406523301984868&interval=1d,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/pipeline_outputs/raw/polymarket/20260528T161624Z_prices_history_106964633064663709074008615736117588997729155907705078449227522406523301984868_1d.txt,real_api_data,1,open,snapshot_selection=before_or_on_target
anthropic_valuation,T-1,2026-06-30,1779984904,2026-05-28T16:15:04Z,2026-05-28,will-anthropics-valuation-hit-by-june-30,Will Anthropic’s valuation hit __ by June 30?,will-anthropics-valuation-hit-low-750b-by-june-30,Will Anthropic’s valuation hit (LOW) $750B by June 30?,0x7677b744e64c91b1fbb08f87590749120f4cb2681aa1eb60e8171aa463269132,106964633064663709074008615736117588997729155907705078449227522406523301984868,No,prices_history,0.995,https://clob.polymarket.com/prices-history?market=106964633064663709074008615736117588997729155907705078449227522406523301984868&interval=1d,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/pipeline_outputs/raw/polymarket/20260528T161624Z_prices_history_106964633064663709074008615736117588997729155907705078449227522406523301984868_1d.txt,real_api_data,1,open,snapshot_selection=before_or_on_target
anthropic_valuation,final_available,,1779984904,2026-05-28T16:15:04Z,2026-05-28,will-anthropics-valuation-hit-by-june-30,Will Anthropic’s valuation hit __ by June 30?,will-anthropics-valuation-hit-low-750b-by-june-30,Will Anthropic’s valuation hit (LOW) $750B by June 30?,0x7677b744e64c91b1fbb08f87590749120f4cb2681aa1eb60e8171aa463269132,106964633064663709074008615736117588997729155907705078449227522406523301984868,No,prices_history,0.995,https://clob.polymarket.com/prices-history?market=106964633064663709074008615736117588997729155907705078449227522406523301984868&interval=1d,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/pipeline_outputs/raw/polymarket/20260528T161624Z_prices_history_106964633064663709074008615736117588997729155907705078449227522406523301984868_1d.txt,real_api_data,1,open,snapshot_selection=final_available
anthropic_valuation,first_available,,1779898565,2026-05-27T16:16:05Z,2026-05-27,will-anthropics-valuation-hit-by-june-30,Will Anthropic’s valuation hit __ by June 30?,will-anthropics-valuation-hit-low-875b-by-june-30,Will Anthropic’s valuation hit (LOW) $875B by June 30?,0x351654b935455974b1ff5b152479cdbc00a80346d2378d94a69ea17fff96c372,107136037944699768981297716075344358658633657668763528145017503099290439822893,No,prices_history,0.92,https://clob.polymarket.com/prices-history?market=107136037944699768981297716075344358658633657668763528145017503099290439822893&interval=1d,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/pipeline_outputs/raw/polymarket/20260528T161624Z_prices_history_107136037944699768981297716075344358658633657668763528145017503099290439822893_1d.txt,real_api_data,1,open,snapshot_selection=first_available
anthropic_valuation,T-30,2026-06-01,1779984904,2026-05-28T16:15:04Z,2026-05-28,will-anthropics-valuation-hit-by-june-30,Will Anthropic’s valuation hit __ by June 30?,will-anthropics-valuation-hit-low-875b-by-june-30,Will Anthropic’s valuation hit (LOW) $875B by June 30?,0x351654b935455974b1ff5b152479cdbc00a80346d2378d94a69ea17fff96c372,107136037944699768981297716075344358658633657668763528145017503099290439822893,No,prices_history,0.92,https://clob.polymarket.com/prices-history?market=107136037944699768981297716075344358658633657668763528145017503099290439822893&interval=1d,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/pipeline_outputs/raw/polymarket/20260528T161624Z_prices_history_107136037944699768981297716075344358658633657668763528145017503099290439822893_1d.txt,real_api_data,1,open,snapshot_selection=before_or_on_target
anthropic_valuation,T-14,2026-06-17,1779984904,2026-05-28T16:15:04Z,2026-05-28,will-anthropics-valuation-hit-by-june-30,Will Anthropic’s valuation hit __ by June 30?,will-anthropics-valuation-hit-low-875b-by-june-30,Will Anthropic’s valuation hit (LOW) $875B by June 30?,0x351654b935455974b1ff5b152479cdbc00a80346d2378d94a69ea17fff96c372,107136037944699768981297716075344358658633657668763528145017503099290439822893,No,prices_history,0.92,https://clob.polymarket.com/prices-history?market=107136037944699768981297716075344358658633657668763528145017503099290439822893&interval=1d,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/pipeline_outputs/raw/polymarket/20260528T161624Z_prices_history_107136037944699768981297716075344358658633657668763528145017503099290439822893_1d.txt,real_api_data,1,open,snapshot_selection=before_or_on_target
anthropic_valuation,T-7,2026-06-24,1779984904,2026-05-28T16:15:04Z,2026-05-28,will-anthropics-valuation-hit-by-june-30,Will Anthropic’s valuation hit __ by June 30?,will-anthropics-valuation-hit-low-875b-by-june-30,Will Anthropic’s valuation hit (LOW) $875B by June 30?,0x351654b935455974b1ff5b152479cdbc00a80346d2378d94a69ea17fff96c372,107136037944699768981297716075344358658633657668763528145017503099290439822893,No,prices_history,0.92,https://clob.polymarket.com/prices-history?market=107136037944699768981297716075344358658633657668763528145017503099290439822893&interval=1d,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/pipeline_outputs/raw/polymarket/20260528T161624Z_prices_history_107136037944699768981297716075344358658633657668763528145017503099290439822893_1d.txt,real_api_data,1,open,snapshot_selection=before_or_on_target
anthropic_valuation,T-3,2026-06-28,1779984904,2026-05-28T16:15:04Z,2026-05-28,will-anthropics-valuation-hit-by-june-30,Will Anthropic’s valuation hit __ by June 30?,will-anthropics-valuation-hit-low-875b-by-june-30,Will Anthropic’s valuation hit (LOW) $875B by June 30?,0x351654b935455974b1ff5b152479cdbc00a80346d2378d94a69ea17fff96c372,107136037944699768981297716075344358658633657668763528145017503099290439822893,No,prices_history,0.92,https://clob.polymarket.com/prices-history?market=107136037944699768981297716075344358658633657668763528145017503099290439822893&interval=1d,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/pipeline_outputs/raw/polymarket/20260528T161624Z_prices_history_107136037944699768981297716075344358658633657668763528145017503099290439822893_1d.txt,real_api_data,1,open,snapshot_selection=before_or_on_target
anthropic_valuation,T-1,2026-06-30,1779984904,2026-05-28T16:15:04Z,2026-05-28,will-anthropics-valuation-hit-by-june-30,Will Anthropic’s valuation hit __ by June 30?,will-anthropics-valuation-hit-low-875b-by-june-30,Will Anthropic’s valuation hit (LOW) $875B by June 30?,0x351654b935455974b1ff5b152479cdbc00a80346d2378d94a69ea17fff96c372,107136037944699768981297716075344358658633657668763528145017503099290439822893,No,prices_history,0.92,https://clob.polymarket.com/prices-history?market=107136037944699768981297716075344358658633657668763528145017503099290439822893&interval=1d,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/pipeline_outputs/raw/polymarket/20260528T161624Z_prices_history_107136037944699768981297716075344358658633657668763528145017503099290439822893_1d.txt,real_api_data,1,open,snapshot_selection=before_or_on_target
anthropic_valuation,final_available,,1779984904,2026-05-28T16:15:04Z,2026-05-28,will-anthropics-valuation-hit-by-june-30,Will Anthropic’s valuation hit __ by June 30?,will-anthropics-valuation-hit-low-875b-by-june-30,Will Anthropic’s valuation hit (LOW) $875B by June 30?,0x351654b935455974b1ff5b152479cdbc00a80346d2378d94a69ea17fff96c372,107136037944699768981297716075344358658633657668763528145017503099290439822893,No,prices_history,0.92,https://clob.polymarket.com/prices-history?market=107136037944699768981297716075344358658633657668763528145017503099290439822893&interval=1d,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/pipeline_outputs/raw/polymarket/20260528T161624Z_prices_history_107136037944699768981297716075344358658633657668763528145017503099290439822893_1d.txt,real_api_data,1,open,snapshot_selection=final_available
anthropic_valuation,first_available,,1779898565,2026-05-27T16:16:05Z,2026-05-27,will-anthropics-valuation-hit-by-june-30,Will Anthropic’s valuation hit __ by June 30?,will-anthropics-valuation-hit-low-750b-by-june-30,Will Anthropic’s valuation hit (LOW) $750B by June 30?,0x7677b744e64c91b1fbb08f87590749120f4cb2681aa1eb60e8171aa463269132,13737188042635089024191203502867547519212196840860033541206597148198132014700,Yes,prices_history,0.004,https://clob.polymarket.com/prices-history?market=13737188042635089024191203502867547519212196840860033541206597148198132014700&interval=1d,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/pipeline_outputs/raw/polymarket/20260528T161624Z_prices_history_13737188042635089024191203502867547519212196840860033541206597148198132014700_1d.txt,real_api_data,0,open,snapshot_selection=first_available
anthropic_valuation,T-30,2026-06-01,1779984904,2026-05-28T16:15:04Z,2026-05-28,will-anthropics-valuation-hit-by-june-30,Will Anthropic’s valuation hit __ by June 30?,will-anthropics-valuation-hit-low-750b-by-june-30,Will Anthropic’s valuation hit (LOW) $750B by June 30?,0x7677b744e64c91b1fbb08f87590749120f4cb2681aa1eb60e8171aa463269132,13737188042635089024191203502867547519212196840860033541206597148198132014700,Yes,prices_history,0.005,https://clob.polymarket.com/prices-history?market=13737188042635089024191203502867547519212196840860033541206597148198132014700&interval=1d,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/pipeline_outputs/raw/polymarket/20260528T161624Z_prices_history_13737188042635089024191203502867547519212196840860033541206597148198132014700_1d.txt,real_api_data,0,open,snapshot_selection=before_or_on_target
anthropic_valuation,T-14,2026-06-17,1779984904,2026-05-28T16:15:04Z,2026-05-28,will-anthropics-valuation-hit-by-june-30,Will Anthropic’s valuation hit __ by June 30?,will-anthropics-valuation-hit-low-750b-by-june-30,Will Anthropic’s valuation hit (LOW) $750B by June 30?,0x7677b744e64c91b1fbb08f87590749120f4cb2681aa1eb60e8171aa463269132,13737188042635089024191203502867547519212196840860033541206597148198132014700,Yes,prices_history,0.005,https://clob.polymarket.com/prices-history?market=13737188042635089024191203502867547519212196840860033541206597148198132014700&interval=1d,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/pipeline_outputs/raw/polymarket/20260528T161624Z_prices_history_13737188042635089024191203502867547519212196840860033541206597148198132014700_1d.txt,real_api_data,0,open,snapshot_selection=before_or_on_target
anthropic_valuation,T-7,2026-06-24,1779984904,2026-05-28T16:15:04Z,2026-05-28,will-anthropics-valuation-hit-by-june-30,Will Anthropic’s valuation hit __ by June 30?,will-anthropics-valuation-hit-low-750b-by-june-30,Will Anthropic’s valuation hit (LOW) $750B by June 30?,0x7677b744e64c91b1fbb08f87590749120f4cb2681aa1eb60e8171aa463269132,13737188042635089024191203502867547519212196840860033541206597148198132014700,Yes,prices_history,0.005,https://clob.polymarket.com/prices-history?market=13737188042635089024191203502867547519212196840860033541206597148198132014700&interval=1d,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/pipeline_outputs/raw/polymarket/20260528T161624Z_prices_history_13737188042635089024191203502867547519212196840860033541206597148198132014700_1d.txt,real_api_data,0,open,snapshot_selection=before_or_on_target
anthropic_valuation,T-3,2026-06-28,1779984904,2026-05-28T16:15:04Z,2026-05-28,will-anthropics-valuation-hit-by-june-30,Will Anthropic’s valuation hit __ by June 30?,will-anthropics-valuation-hit-low-750b-by-june-30,Will Anthropic’s valuation hit (LOW) $750B by June 30?,0x7677b744e64c91b1fbb08f87590749120f4cb2681aa1eb60e8171aa463269132,13737188042635089024191203502867547519212196840860033541206597148198132014700,Yes,prices_history,0.005,https://clob.polymarket.com/prices-history?market=13737188042635089024191203502867547519212196840860033541206597148198132014700&interval=1d,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/pipeline_outputs/raw/polymarket/20260528T161624Z_prices_history_13737188042635089024191203502867547519212196840860033541206597148198132014700_1d.txt,real_api_data,0,open,snapshot_selection=before_or_on_target
anthropic_valuation,T-1,2026-06-30,1779984904,2026-05-28T16:15:04Z,2026-05-28,will-anthropics-valuation-hit-by-june-30,Will Anthropic’s valuation hit __ by June 30?,will-anthropics-valuation-hit-low-750b-by-june-30,Will Anthropic’s valuation hit (LOW) $750B by June 30?,0x7677b744e64c91b1fbb08f87590749120f4cb2681aa1eb60e8171aa463269132,13737188042635089024191203502867547519212196840860033541206597148198132014700,Yes,prices_history,0.005,https://clob.polymarket.com/prices-history?market=13737188042635089024191203502867547519212196840860033541206597148198132014700&interval=1d,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/pipeline_outputs/raw/polymarket/20260528T161624Z_prices_history_13737188042635089024191203502867547519212196840860033541206597148198132014700_1d.txt,real_api_data,0,open,snapshot_selection=before_or_on_target
anthropic_valuation,final_available,,1779984904,2026-05-28T16:15:04Z,2026-05-28,will-anthropics-valuation-hit-by-june-30,Will Anthropic’s valuation hit __ by June 30?,will-anthropics-valuation-hit-low-750b-by-june-30,Will Anthropic’s valuation hit (LOW) $750B by June 30?,0x7677b744e64c91b1fbb08f87590749120f4cb2681aa1eb60e8171aa463269132,13737188042635089024191203502867547519212196840860033541206597148198132014700,Yes,prices_history,0.005,https://clob.polymarket.com/prices-history?market=13737188042635089024191203502867547519212196840860033541206597148198132014700&interval=1d,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/pipeline_outputs/raw/polymarket/20260528T161624Z_prices_history_13737188042635089024191203502867547519212196840860033541206597148198132014700_1d.txt,real_api_data,0,open,snapshot_selection=final_available
anthropic_valuation,first_available,,1779898565,2026-05-27T16:16:05Z,2026-05-27,will-anthropics-valuation-hit-by-june-30,Will Anthropic’s valuation hit __ by June 30?,will-anthropics-valuation-hit-high-1pt0t-by-june-30,Will Anthropic’s valuation hit (HIGH) $1.0T by June 30?,0x45fb273305fc50b1ad74285f2bdf9064f905d76bc27f215108fdb4e81a0878e3,16040240860676097446762981384467174178666218757529004749229716486495944018672,Yes,prices_history,0.915,https://clob.polymarket.com/prices-history?market=16040240860676097446762981384467174178666218757529004749229716486495944018672&interval=1d,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/pipeline_outputs/raw/polymarket/20260528T161624Z_prices_history_16040240860676097446762981384467174178666218757529004749229716486495944018672_1d.txt,real_api_data,1,open,snapshot_selection=first_available
anthropic_valuation,T-30,2026-06-01,1779984905,2026-05-28T16:15:05Z,2026-05-28,will-anthropics-valuation-hit-by-june-30,Will Anthropic’s valuation hit __ by June 30?,will-anthropics-valuation-hit-high-1pt0t-by-june-30,Will Anthropic’s valuation hit (HIGH) $1.0T by June 30?,0x45fb273305fc50b1ad74285f2bdf9064f905d76bc27f215108fdb4e81a0878e3,16040240860676097446762981384467174178666218757529004749229716486495944018672,Yes,prices_history,0.968,https://clob.polymarket.com/prices-history?market=16040240860676097446762981384467174178666218757529004749229716486495944018672&interval=1d,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/pipeline_outputs/raw/polymarket/20260528T161624Z_prices_history_16040240860676097446762981384467174178666218757529004749229716486495944018672_1d.txt,real_api_data,1,open,snapshot_selection=before_or_on_target
anthropic_valuation,T-14,2026-06-17,1779984905,2026-05-28T16:15:05Z,2026-05-28,will-anthropics-valuation-hit-by-june-30,Will Anthropic’s valuation hit __ by June 30?,will-anthropics-valuation-hit-high-1pt0t-by-june-30,Will Anthropic’s valuation hit (HIGH) $1.0T by June 30?,0x45fb273305fc50b1ad74285f2bdf9064f905d76bc27f215108fdb4e81a0878e3,16040240860676097446762981384467174178666218757529004749229716486495944018672,Yes,prices_history,0.968,https://clob.polymarket.com/prices-history?market=16040240860676097446762981384467174178666218757529004749229716486495944018672&interval=1d,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/pipeline_outputs/raw/polymarket/20260528T161624Z_prices_history_16040240860676097446762981384467174178666218757529004749229716486495944018672_1d.txt,real_api_data,1,open,snapshot_selection=before_or_on_target
anthropic_valuation,T-7,2026-06-24,1779984905,2026-05-28T16:15:05Z,2026-05-28,will-anthropics-valuation-hit-by-june-30,Will Anthropic’s valuation hit __ by June 30?,will-anthropics-valuation-hit-high-1pt0t-by-june-30,Will Anthropic’s valuation hit (HIGH) $1.0T by June 30?,0x45fb273305fc50b1ad74285f2bdf9064f905d76bc27f215108fdb4e81a0878e3,16040240860676097446762981384467174178666218757529004749229716486495944018672,Yes,prices_history,0.968,https://clob.polymarket.com/prices-history?market=16040240860676097446762981384467174178666218757529004749229716486495944018672&interval=1d,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/pipeline_outputs/raw/polymarket/20260528T161624Z_prices_history_16040240860676097446762981384467174178666218757529004749229716486495944018672_1d.txt,real_api_data,1,open,snapshot_selection=before_or_on_target
anthropic_valuation,T-3,2026-06-28,1779984905,2026-05-28T16:15:05Z,2026-05-28,will-anthropics-valuation-hit-by-june-30,Will Anthropic’s valuation hit __ by June 30?,will-anthropics-valuation-hit-high-1pt0t-by-june-30,Will Anthropic’s valuation hit (HIGH) $1.0T by June 30?,0x45fb273305fc50b1ad74285f2bdf9064f905d76bc27f215108fdb4e81a0878e3,16040240860676097446762981384467174178666218757529004749229716486495944018672,Yes,prices_history,0.968,https://clob.polymarket.com/prices-history?market=16040240860676097446762981384467174178666218757529004749229716486495944018672&interval=1d,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/pipeline_outputs/raw/polymarket/20260528T161624Z_prices_history_16040240860676097446762981384467174178666218757529004749229716486495944018672_1d.txt,real_api_data,1,open,snapshot_selection=before_or_on_target
anthropic_valuation,T-1,2026-06-30,1779984905,2026-05-28T16:15:05Z,2026-05-28,will-anthropics-valuation-hit-by-june-30,Will Anthropic’s valuation hit __ by June 30?,will-anthropics-valuation-hit-high-1pt0t-by-june-30,Will Anthropic’s valuation hit (HIGH) $1.0T by June 30?,0x45fb273305fc50b1ad74285f2bdf9064f905d76bc27f215108fdb4e81a0878e3,16040240860676097446762981384467174178666218757529004749229716486495944018672,Yes,prices_history,0.968,https://clob.polymarket.com/prices-history?market=16040240860676097446762981384467174178666218757529004749229716486495944018672&interval=1d,/Users/arthurgrebertgmail.com/Documents/Academic perso/Master thesis/pipeline_outputs/raw/polymarket/20260528T161624Z_prices_history_16040240860676097446762981384467174178666218757529004749229716486495944018672_1d.txt,real_api_data,1,open,snapshot_selection=before_or_on_target
